Month & Year of Movement,From County,To County,To Location Type,Direct Movements,Indirect Movements
Jun-10,CLWYD,NORFOLK,Slaughterhouse,10,3
Jun-10,CLWYD,POWYS,Slaughterhouse,7,0
Jun-10,CLWYD,SHROPSHIRE,Slaughterhouse,554,101
Jun-10,CLWYD,SOMERSET,Slaughterhouse,15,0
Jun-10,CLWYD,SOUTH YORKSHIRE,Slaughterhouse,63,28
Jun-10,CLWYD,STAFFORDSHIRE,Slaughterhouse,38,65
Jun-10,CLWYD,STRATHCLYDE,Slaughterhouse,7,13
Jun-10,CLWYD,TYNE & WEAR,Slaughterhouse,51,37
Jun-10,CLWYD,WEST YORKSHIRE,Slaughterhouse,76,51
Jun-10,CLWYD,WILTSHIRE,Slaughterhouse,0,5
Jun-10,CLWYD,,Slaughterhouse,241,90
Jun-10,CORNWALL,AVON,Slaughterhouse,34,0
Jun-10,CORNWALL,BEDFORDSHIRE,Slaughterhouse,159,56
Jun-10,CORNWALL,CORNWALL,Slaughterhouse,"4,958",348
Jun-10,CORNWALL,CUMBRIA,Slaughterhouse,1,1
Jun-10,CORNWALL,DEVON,Slaughterhouse,367,203
Jun-10,CORNWALL,DORSET,Slaughterhouse,5,0
Jun-10,CORNWALL,LANCASHIRE,Slaughterhouse,351,0
Jun-10,CORNWALL,MID GLAMORGAN,Slaughterhouse,1,1
Jun-10,CORNWALL,SHROPSHIRE,Slaughterhouse,25,23
Jun-10,CORNWALL,SOMERSET,Slaughterhouse,228,7
Jun-10,CORNWALL,SOUTH YORKSHIRE,Slaughterhouse,100,3
Jun-10,CORNWALL,STAFFORDSHIRE,Slaughterhouse,2,0
Jun-10,CORNWALL,TAYSIDE,Slaughterhouse,0,0
Jun-10,CORNWALL,WILTSHIRE,Slaughterhouse,0,8
Jun-10,CORNWALL,,Slaughterhouse,16,32
Jun-10,CUMBRIA,BEDFORDSHIRE,Slaughterhouse,0,1
Jun-10,CUMBRIA,BORDERS,Slaughterhouse,7,7
Jun-10,CUMBRIA,CENTRAL,Slaughterhouse,379,150
Jun-10,CUMBRIA,CHESHIRE,Slaughterhouse,5,3
Jun-10,CUMBRIA,CLEVELAND,Slaughterhouse,209,180
Jun-10,CUMBRIA,CUMBRIA,Slaughterhouse,"1,928",418
Jun-10,CUMBRIA,DEVON,Slaughterhouse,1,4
Jun-10,CUMBRIA,DUMFRIES & GALLOWAY,Slaughterhouse,28,15
Jun-10,CUMBRIA,DURHAM,Slaughterhouse,243,198
Jun-10,CUMBRIA,GREATER MANCHESTER,Slaughterhouse,255,268
Jun-10,CUMBRIA,HIGHLAND,Slaughterhouse,0,4
Jun-10,CUMBRIA,HUMBERSIDE,Slaughterhouse,0,9
Jun-10,CUMBRIA,LANCASHIRE,Slaughterhouse,"2,641",455
Jun-10,CUMBRIA,NORFOLK,Slaughterhouse,4,0
Jun-10,CUMBRIA,NORTH YORKSHIRE,Slaughterhouse,5,1
Jun-10,CUMBRIA,SHROPSHIRE,Slaughterhouse,148,94
Jun-10,CUMBRIA,SOUTH YORKSHIRE,Slaughterhouse,17,3
Jun-10,CUMBRIA,STAFFORDSHIRE,Slaughterhouse,0,1
Jun-10,CUMBRIA,STRATHCLYDE,Slaughterhouse,257,84
Jun-10,CUMBRIA,TAYSIDE,Slaughterhouse,94,0
Jun-10,CUMBRIA,TYNE & WEAR,Slaughterhouse,114,12
Jun-10,CUMBRIA,WEST YORKSHIRE,Slaughterhouse,266,277
Jun-10,CUMBRIA,,Slaughterhouse,178,120
Jun-10,DERBYSHIRE,AVON,Slaughterhouse,0,7
Jun-10,DERBYSHIRE,BEDFORDSHIRE,Slaughterhouse,62,80
Jun-10,DERBYSHIRE,CHESHIRE,Slaughterhouse,8,1
Jun-10,DERBYSHIRE,CLEVELAND,Slaughterhouse,0,1
Jun-10,DERBYSHIRE,CUMBRIA,Slaughterhouse,0,11
Jun-10,DERBYSHIRE,DERBYSHIRE,Slaughterhouse,415,61
Jun-10,DERBYSHIRE,DEVON,Slaughterhouse,107,84
Jun-10,DERBYSHIRE,DURHAM,Slaughterhouse,0,4
Jun-10,DERBYSHIRE,GRAMPIAN,Slaughterhouse,0,7
Jun-10,DERBYSHIRE,GREATER MANCHESTER,Slaughterhouse,39,37
Jun-10,DERBYSHIRE,LANCASHIRE,Slaughterhouse,355,31
Jun-10,DERBYSHIRE,LINCOLNSHIRE,Slaughterhouse,249,94
Jun-10,DERBYSHIRE,MID GLAMORGAN,Slaughterhouse,92,0
Jun-10,DERBYSHIRE,NORTH YORKSHIRE,Slaughterhouse,0,1
Jun-10,DERBYSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,15,3
Jun-10,DERBYSHIRE,OXFORDSHIRE,Slaughterhouse,38,35
Jun-10,DERBYSHIRE,SHROPSHIRE,Slaughterhouse,112,19
Jun-10,DERBYSHIRE,SOMERSET,Slaughterhouse,169,0
Jun-10,DERBYSHIRE,SOUTH YORKSHIRE,Slaughterhouse,669,93
Jun-10,DERBYSHIRE,STAFFORDSHIRE,Slaughterhouse,481,223
Jun-10,DERBYSHIRE,STRATHCLYDE,Slaughterhouse,47,42
Jun-10,DERBYSHIRE,SURREY,Slaughterhouse,0,1
Jun-10,DERBYSHIRE,WEST YORKSHIRE,Slaughterhouse,227,61
Jun-10,DERBYSHIRE,,Slaughterhouse,321,97
Jun-10,DEVON,AVON,Slaughterhouse,42,36
Jun-10,DEVON,BEDFORDSHIRE,Slaughterhouse,141,51
Jun-10,DEVON,CENTRAL,Slaughterhouse,0,1
Jun-10,DEVON,CORNWALL,Slaughterhouse,"4,223",196
Jun-10,DEVON,CUMBRIA,Slaughterhouse,0,0
Jun-10,DEVON,DEVON,Slaughterhouse,"2,563",309
Jun-10,DEVON,DORSET,Slaughterhouse,21,1
Jun-10,DEVON,DURHAM,Slaughterhouse,0,3
Jun-10,DEVON,GLOUCESTERSHIRE,Slaughterhouse,81,60
Jun-10,DEVON,KENT,Slaughterhouse,0,19
Jun-10,DEVON,LANCASHIRE,Slaughterhouse,298,3
Jun-10,DEVON,LINCOLNSHIRE,Slaughterhouse,283,1
Jun-10,DEVON,OXFORDSHIRE,Slaughterhouse,34,67
Jun-10,DEVON,SHROPSHIRE,Slaughterhouse,"1,088",657
Jun-10,DEVON,SOMERSET,Slaughterhouse,"2,272",77
Jun-10,DEVON,SOUTH YORKSHIRE,Slaughterhouse,62,2
Jun-10,DEVON,STAFFORDSHIRE,Slaughterhouse,11,5
Jun-10,DEVON,STRATHCLYDE,Slaughterhouse,12,0
Jun-10,DEVON,SURREY,Slaughterhouse,104,3
Jun-10,DEVON,TAYSIDE,Slaughterhouse,3,0
Jun-10,DEVON,WILTSHIRE,Slaughterhouse,35,25
Jun-10,DEVON,,Slaughterhouse,499,256
Jun-10,DORSET,AVON,Slaughterhouse,149,25
Jun-10,DORSET,BEDFORDSHIRE,Slaughterhouse,29,3
Jun-10,DORSET,CORNWALL,Slaughterhouse,105,37
Jun-10,DORSET,DEVON,Slaughterhouse,6,64
Jun-10,DORSET,DORSET,Slaughterhouse,386,0
Jun-10,DORSET,GLOUCESTERSHIRE,Slaughterhouse,9,34
Jun-10,DORSET,KENT,Slaughterhouse,0,1
Jun-10,DORSET,LANCASHIRE,Slaughterhouse,12,3
Jun-10,DORSET,LEICESTERSHIRE,Slaughterhouse,0,0
Jun-10,DORSET,LINCOLNSHIRE,Slaughterhouse,13,0
Jun-10,DORSET,MID GLAMORGAN,Slaughterhouse,52,0
Jun-10,DORSET,OXFORDSHIRE,Slaughterhouse,0,5
Jun-10,DORSET,SHROPSHIRE,Slaughterhouse,0,5
Jun-10,DORSET,SOMERSET,Slaughterhouse,623,23
Jun-10,DORSET,SOUTH YORKSHIRE,Slaughterhouse,28,0
Jun-10,DORSET,STRATHCLYDE,Slaughterhouse,9,0
Jun-10,DORSET,SURREY,Slaughterhouse,201,0
Jun-10,DORSET,WILTSHIRE,Slaughterhouse,0,2
Jun-10,DORSET,,Slaughterhouse,298,61
Jun-10,DUMFRIES & GALLOWAY,BORDERS,Slaughterhouse,1,0
Jun-10,DUMFRIES & GALLOWAY,CENTRAL,Slaughterhouse,788,19
Jun-10,DUMFRIES & GALLOWAY,CLEVELAND,Slaughterhouse,0,20
Jun-10,DUMFRIES & GALLOWAY,CUMBRIA,Slaughterhouse,523,98
Jun-10,DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY,Slaughterhouse,156,44
Jun-10,DUMFRIES & GALLOWAY,DURHAM,Slaughterhouse,0,15
Jun-10,DUMFRIES & GALLOWAY,GRAMPIAN,Slaughterhouse,841,21
Jun-10,DUMFRIES & GALLOWAY,GREATER MANCHESTER,Slaughterhouse,29,43
Jun-10,DUMFRIES & GALLOWAY,HIGHLAND,Slaughterhouse,14,9
Jun-10,DUMFRIES & GALLOWAY,HUMBERSIDE,Slaughterhouse,14,0
Jun-10,DUMFRIES & GALLOWAY,LANCASHIRE,Slaughterhouse,240,83
Jun-10,DUMFRIES & GALLOWAY,SHROPSHIRE,Slaughterhouse,2,0
Jun-10,DUMFRIES & GALLOWAY,SOMERSET,Slaughterhouse,4,1
Jun-10,DUMFRIES & GALLOWAY,SOUTH YORKSHIRE,Slaughterhouse,73,89
Jun-10,DUMFRIES & GALLOWAY,STRATHCLYDE,Slaughterhouse,"2,811",183
Jun-10,DUMFRIES & GALLOWAY,TAYSIDE,Slaughterhouse,839,2
Jun-10,DUMFRIES & GALLOWAY,,Slaughterhouse,121,122
Jun-10,DURHAM,CENTRAL,Slaughterhouse,108,44
Jun-10,DURHAM,CLEVELAND,Slaughterhouse,400,189
Jun-10,DURHAM,CUMBRIA,Slaughterhouse,134,80
Jun-10,DURHAM,DURHAM,Slaughterhouse,947,245
Jun-10,DURHAM,DYFED,Slaughterhouse,0,0
Jun-10,DURHAM,GRAMPIAN,Slaughterhouse,15,0
Jun-10,DURHAM,GREATER MANCHESTER,Slaughterhouse,194,107
Jun-10,DURHAM,HIGHLAND,Slaughterhouse,61,31
Jun-10,DURHAM,HUMBERSIDE,Slaughterhouse,274,30
Jun-10,DURHAM,LANCASHIRE,Slaughterhouse,846,96
Jun-10,DURHAM,LINCOLNSHIRE,Slaughterhouse,213,51
Jun-10,DURHAM,MID GLAMORGAN,Slaughterhouse,28,0
Jun-10,DURHAM,NORTH YORKSHIRE,Slaughterhouse,134,39
Jun-10,DURHAM,SHROPSHIRE,Slaughterhouse,87,53
Jun-10,DURHAM,SOMERSET,Slaughterhouse,2,0
Jun-10,DURHAM,SOUTH YORKSHIRE,Slaughterhouse,17,0
Jun-10,DURHAM,STAFFORDSHIRE,Slaughterhouse,93,57
Jun-10,DURHAM,STRATHCLYDE,Slaughterhouse,14,12
Jun-10,DURHAM,TYNE & WEAR,Slaughterhouse,16,1
Jun-10,DURHAM,WEST GLAMORGAN,Slaughterhouse,0,0
Jun-10,DURHAM,WEST YORKSHIRE,Slaughterhouse,295,164
Jun-10,DURHAM,,Slaughterhouse,181,87
Jun-10,DYFED,AVON,Slaughterhouse,475,345
Jun-10,DYFED,BEDFORDSHIRE,Slaughterhouse,529,270
Jun-10,DYFED,CHESHIRE,Slaughterhouse,7,0
Jun-10,DYFED,DEVON,Slaughterhouse,69,60
Jun-10,DYFED,DYFED,Slaughterhouse,"2,007",122
Jun-10,DYFED,GREATER MANCHESTER,Slaughterhouse,5,0
Jun-10,DYFED,GWYNEDD,Slaughterhouse,5,0
Jun-10,DYFED,HAMPSHIRE,Slaughterhouse,10,0
Jun-10,DYFED,LANCASHIRE,Slaughterhouse,534,3
Jun-10,DYFED,LINCOLNSHIRE,Slaughterhouse,240,125
Jun-10,DYFED,MID GLAMORGAN,Slaughterhouse,751,68
Jun-10,DYFED,OXFORDSHIRE,Slaughterhouse,19,1
Jun-10,DYFED,POWYS,Slaughterhouse,183,0
Jun-10,DYFED,SHROPSHIRE,Slaughterhouse,834,190
Jun-10,DYFED,SOMERSET,Slaughterhouse,322,213
Jun-10,DYFED,STAFFORDSHIRE,Slaughterhouse,5,4
Jun-10,DYFED,STRATHCLYDE,Slaughterhouse,20,0
Jun-10,DYFED,SURREY,Slaughterhouse,259,56
Jun-10,DYFED,WEST GLAMORGAN,Slaughterhouse,390,179
Jun-10,DYFED,WEST YORKSHIRE,Slaughterhouse,0,1
Jun-10,DYFED,WILTSHIRE,Slaughterhouse,10,0
Jun-10,DYFED,,Slaughterhouse,248,96
Jun-10,EAST SUSSEX,BEDFORDSHIRE,Slaughterhouse,107,12
Jun-10,EAST SUSSEX,DEVON,Slaughterhouse,0,5
Jun-10,EAST SUSSEX,EAST SUSSEX,Slaughterhouse,137,3
Jun-10,EAST SUSSEX,GREATER LONDON,Slaughterhouse,0,1
Jun-10,EAST SUSSEX,HAMPSHIRE,Slaughterhouse,1,12
Jun-10,EAST SUSSEX,KENT,Slaughterhouse,61,6
Jun-10,EAST SUSSEX,LANCASHIRE,Slaughterhouse,0,3
Jun-10,EAST SUSSEX,LINCOLNSHIRE,Slaughterhouse,30,0
Jun-10,EAST SUSSEX,MID GLAMORGAN,Slaughterhouse,129,0
Jun-10,EAST SUSSEX,NORFOLK,Slaughterhouse,0,3
Jun-10,EAST SUSSEX,OXFORDSHIRE,Slaughterhouse,4,0
Jun-10,EAST SUSSEX,SOMERSET,Slaughterhouse,55,14
Jun-10,EAST SUSSEX,SURREY,Slaughterhouse,92,3
Jun-10,EAST SUSSEX,WEST SUSSEX,Slaughterhouse,15,0
Jun-10,EAST SUSSEX,,Slaughterhouse,43,3
Jun-10,ESSEX,AVON,Slaughterhouse,88,0
Jun-10,ESSEX,BEDFORDSHIRE,Slaughterhouse,38,15
Jun-10,ESSEX,CAMBRIDGESHIRE,Slaughterhouse,10,0
Jun-10,ESSEX,DEVON,Slaughterhouse,0,4
Jun-10,ESSEX,EAST SUSSEX,Slaughterhouse,0,4
Jun-10,ESSEX,ESSEX,Slaughterhouse,607,106
Jun-10,ESSEX,HAMPSHIRE,Slaughterhouse,95,54
Jun-10,ESSEX,KENT,Slaughterhouse,0,6
Jun-10,ESSEX,LANCASHIRE,Slaughterhouse,24,0
Jun-10,ESSEX,LINCOLNSHIRE,Slaughterhouse,70,0
Jun-10,ESSEX,NORFOLK,Slaughterhouse,123,38
Jun-10,ESSEX,SOMERSET,Slaughterhouse,12,9
Jun-10,ESSEX,SOUTH YORKSHIRE,Slaughterhouse,24,0
Jun-10,ESSEX,SUFFOLK,Slaughterhouse,1,0
Jun-10,ESSEX,SURREY,Slaughterhouse,64,0
Jun-10,ESSEX,,Slaughterhouse,0,5
Jun-10,FIFE,CENTRAL,Slaughterhouse,665,54
Jun-10,FIFE,CUMBRIA,Slaughterhouse,0,5
Jun-10,FIFE,FIFE,Slaughterhouse,19,38
Jun-10,FIFE,GRAMPIAN,Slaughterhouse,134,40
Jun-10,FIFE,HIGHLAND,Slaughterhouse,1,0
Jun-10,FIFE,LANCASHIRE,Slaughterhouse,0,12
Jun-10,FIFE,SOUTH YORKSHIRE,Slaughterhouse,0,7
Jun-10,FIFE,STRATHCLYDE,Slaughterhouse,60,104
Jun-10,FIFE,TAYSIDE,Slaughterhouse,650,18
Jun-10,FIFE,,Slaughterhouse,9,39
Jun-10,GLOUCESTERSHIRE,AVON,Slaughterhouse,340,73
Jun-10,GLOUCESTERSHIRE,BEDFORDSHIRE,Slaughterhouse,127,19
Jun-10,GLOUCESTERSHIRE,CENTRAL,Slaughterhouse,1,0
Jun-10,GLOUCESTERSHIRE,CORNWALL,Slaughterhouse,0,1
Jun-10,GLOUCESTERSHIRE,DEVON,Slaughterhouse,0,11
Jun-10,GLOUCESTERSHIRE,DORSET,Slaughterhouse,0,2
Jun-10,GLOUCESTERSHIRE,DYFED,Slaughterhouse,0,1
Jun-10,GLOUCESTERSHIRE,GLOUCESTERSHIRE,Slaughterhouse,541,18
Jun-10,GLOUCESTERSHIRE,GREATER MANCHESTER,Slaughterhouse,0,2
Jun-10,GLOUCESTERSHIRE,HAMPSHIRE,Slaughterhouse,0,3
Jun-10,GLOUCESTERSHIRE,HUMBERSIDE,Slaughterhouse,45,3
Jun-10,GLOUCESTERSHIRE,LANCASHIRE,Slaughterhouse,125,18
Jun-10,GLOUCESTERSHIRE,LINCOLNSHIRE,Slaughterhouse,368,15
Jun-10,GLOUCESTERSHIRE,MID GLAMORGAN,Slaughterhouse,821,0
Jun-10,GLOUCESTERSHIRE,OXFORDSHIRE,Slaughterhouse,87,48
Jun-10,GLOUCESTERSHIRE,SHROPSHIRE,Slaughterhouse,301,7
Jun-10,GLOUCESTERSHIRE,SOMERSET,Slaughterhouse,563,7
Jun-10,GLOUCESTERSHIRE,STAFFORDSHIRE,Slaughterhouse,0,2
Jun-10,GLOUCESTERSHIRE,SURREY,Slaughterhouse,3,0
Jun-10,GLOUCESTERSHIRE,WARWICKSHIRE,Slaughterhouse,23,3
Jun-10,GLOUCESTERSHIRE,WEST YORKSHIRE,Slaughterhouse,2,0
Jun-10,GLOUCESTERSHIRE,WILTSHIRE,Slaughterhouse,79,34
Jun-10,GLOUCESTERSHIRE,,Slaughterhouse,340,40
Jun-10,GRAMPIAN,CENTRAL,Slaughterhouse,803,10
Jun-10,GRAMPIAN,CUMBRIA,Slaughterhouse,99,23
Jun-10,GRAMPIAN,GRAMPIAN,Slaughterhouse,"9,656",140
Jun-10,GRAMPIAN,HIGHLAND,Slaughterhouse,558,45
Jun-10,GRAMPIAN,LANCASHIRE,Slaughterhouse,35,0
Jun-10,GRAMPIAN,ORKNEY,Slaughterhouse,1,0
Jun-10,GRAMPIAN,SHROPSHIRE,Slaughterhouse,0,1
Jun-10,GRAMPIAN,SOMERSET,Slaughterhouse,0,1
Jun-10,GRAMPIAN,SOUTH YORKSHIRE,Slaughterhouse,1,1
Jun-10,GRAMPIAN,STRATHCLYDE,Slaughterhouse,519,37
Jun-10,GRAMPIAN,TAYSIDE,Slaughterhouse,"1,117",35
Jun-10,GRAMPIAN,,Slaughterhouse,"1,692",192
Jun-10,GREATER LONDON,AVON,Slaughterhouse,11,0
Jun-10,GREATER LONDON,BEDFORDSHIRE,Slaughterhouse,0,1
Jun-10,GREATER LONDON,ESSEX,Slaughterhouse,3,0
Jun-10,GREATER LONDON,HAMPSHIRE,Slaughterhouse,6,0
Jun-10,GREATER LONDON,OXFORDSHIRE,Slaughterhouse,3,0
Jun-10,GREATER LONDON,SOMERSET,Slaughterhouse,0,3
Jun-10,GREATER MANCHESTER,BEDFORDSHIRE,Slaughterhouse,0,3
Jun-10,GREATER MANCHESTER,CHESHIRE,Slaughterhouse,4,3
Jun-10,GREATER MANCHESTER,CLEVELAND,Slaughterhouse,0,5
Jun-10,GREATER MANCHESTER,DERBYSHIRE,Slaughterhouse,2,0
Jun-10,GREATER MANCHESTER,DEVON,Slaughterhouse,2,4
Jun-10,GREATER MANCHESTER,DURHAM,Slaughterhouse,0,2
Jun-10,GREATER MANCHESTER,GREATER MANCHESTER,Slaughterhouse,458,25
Jun-10,GREATER MANCHESTER,HUMBERSIDE,Slaughterhouse,0,5
Jun-10,GREATER MANCHESTER,LANCASHIRE,Slaughterhouse,206,10
Jun-10,GREATER MANCHESTER,MERSEYSIDE,Slaughterhouse,12,0
Jun-10,GREATER MANCHESTER,NORTH YORKSHIRE,Slaughterhouse,0,1
Jun-10,GREATER MANCHESTER,SHROPSHIRE,Slaughterhouse,1,2
Jun-10,GREATER MANCHESTER,SOUTH YORKSHIRE,Slaughterhouse,12,2
Jun-10,GREATER MANCHESTER,STAFFORDSHIRE,Slaughterhouse,5,7
Jun-10,GREATER MANCHESTER,STRATHCLYDE,Slaughterhouse,2,5
Jun-10,GREATER MANCHESTER,WEST YORKSHIRE,Slaughterhouse,6,19
Jun-10,GREATER MANCHESTER,,Slaughterhouse,10,16
Jun-10,GWENT,AVON,Slaughterhouse,58,77
Jun-10,GWENT,BEDFORDSHIRE,Slaughterhouse,20,9
Jun-10,GWENT,CENTRAL,Slaughterhouse,0,1
Jun-10,GWENT,CHESHIRE,Slaughterhouse,0,1
Jun-10,GWENT,CORNWALL,Slaughterhouse,12,0
Jun-10,GWENT,DEVON,Slaughterhouse,50,29
Jun-10,GWENT,DYFED,Slaughterhouse,1,1
Jun-10,GWENT,GLOUCESTERSHIRE,Slaughterhouse,127,11
Jun-10,GWENT,GREATER MANCHESTER,Slaughterhouse,0,8
Jun-10,GWENT,LANCASHIRE,Slaughterhouse,33,30
Jun-10,GWENT,LINCOLNSHIRE,Slaughterhouse,3,17
Jun-10,GWENT,MID GLAMORGAN,Slaughterhouse,460,0
Jun-10,GWENT,OXFORDSHIRE,Slaughterhouse,0,14
Jun-10,GWENT,POWYS,Slaughterhouse,3,0
Jun-10,GWENT,SHROPSHIRE,Slaughterhouse,19,0
Jun-10,GWENT,SOMERSET,Slaughterhouse,92,18
Jun-10,GWENT,SOUTH YORKSHIRE,Slaughterhouse,14,0
Jun-10,GWENT,STAFFORDSHIRE,Slaughterhouse,0,1
Jun-10,GWENT,SURREY,Slaughterhouse,9,0
Jun-10,GWENT,WEST GLAMORGAN,Slaughterhouse,89,16
Jun-10,GWENT,WILTSHIRE,Slaughterhouse,7,5
Jun-10,GWENT,,Slaughterhouse,11,13
Jun-10,GWYNEDD,AVON,Slaughterhouse,0,17
Jun-10,GWYNEDD,BEDFORDSHIRE,Slaughterhouse,89,8
Jun-10,GWYNEDD,CHESHIRE,Slaughterhouse,15,6
Jun-10,GWYNEDD,CLEVELAND,Slaughterhouse,0,0
Jun-10,GWYNEDD,CLWYD,Slaughterhouse,63,14
Jun-10,GWYNEDD,CUMBRIA,Slaughterhouse,16,13
Jun-10,GWYNEDD,DERBYSHIRE,Slaughterhouse,19,0
Jun-10,GWYNEDD,DEVON,Slaughterhouse,0,2
Jun-10,GWYNEDD,DURHAM,Slaughterhouse,0,1
Jun-10,GWYNEDD,DYFED,Slaughterhouse,0,1
Jun-10,GWYNEDD,GREATER MANCHESTER,Slaughterhouse,0,3
Jun-10,GWYNEDD,GWYNEDD,Slaughterhouse,161,84
Jun-10,GWYNEDD,HUMBERSIDE,Slaughterhouse,93,18
Jun-10,GWYNEDD,LANCASHIRE,Slaughterhouse,463,18
Jun-10,GWYNEDD,MID GLAMORGAN,Slaughterhouse,121,0
Jun-10,GWYNEDD,NORFOLK,Slaughterhouse,2,2
Jun-10,GWYNEDD,POWYS,Slaughterhouse,1,0
Jun-10,GWYNEDD,SHROPSHIRE,Slaughterhouse,139,7
Jun-10,GWYNEDD,SOUTH YORKSHIRE,Slaughterhouse,19,11
Jun-10,GWYNEDD,STRATHCLYDE,Slaughterhouse,20,0
Jun-10,GWYNEDD,TYNE & WEAR,Slaughterhouse,0,4
Jun-10,GWYNEDD,WEST YORKSHIRE,Slaughterhouse,11,18
Jun-10,GWYNEDD,,Slaughterhouse,44,35
Jun-10,HAMPSHIRE,AVON,Slaughterhouse,374,20
Jun-10,HAMPSHIRE,BEDFORDSHIRE,Slaughterhouse,51,0
Jun-10,HAMPSHIRE,DEVON,Slaughterhouse,0,36
Jun-10,HAMPSHIRE,DORSET,Slaughterhouse,6,0
Jun-10,HAMPSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,10
Jun-10,HAMPSHIRE,HAMPSHIRE,Slaughterhouse,218,0
Jun-10,HAMPSHIRE,KENT,Slaughterhouse,1,0
Jun-10,HAMPSHIRE,LINCOLNSHIRE,Slaughterhouse,28,0
Jun-10,HAMPSHIRE,MID GLAMORGAN,Slaughterhouse,200,0
Jun-10,HAMPSHIRE,OXFORDSHIRE,Slaughterhouse,2,3
Jun-10,HAMPSHIRE,SHROPSHIRE,Slaughterhouse,0,6
Jun-10,HAMPSHIRE,SOMERSET,Slaughterhouse,224,12
Jun-10,HAMPSHIRE,SOUTH YORKSHIRE,Slaughterhouse,1,0
Jun-10,HAMPSHIRE,SURREY,Slaughterhouse,337,1
Jun-10,HAMPSHIRE,WEST SUSSEX,Slaughterhouse,1,0
Jun-10,HAMPSHIRE,WILTSHIRE,Slaughterhouse,53,0
Jun-10,HAMPSHIRE,,Slaughterhouse,55,17
Jun-10,HEREFORD & WORCESTER,AVON,Slaughterhouse,526,215
Jun-10,HEREFORD & WORCESTER,BEDFORDSHIRE,Slaughterhouse,152,58
Jun-10,HEREFORD & WORCESTER,CENTRAL,Slaughterhouse,113,30
Jun-10,HEREFORD & WORCESTER,CHESHIRE,Slaughterhouse,3,30
Jun-10,HEREFORD & WORCESTER,CUMBRIA,Slaughterhouse,0,8
Jun-10,HEREFORD & WORCESTER,DERBYSHIRE,Slaughterhouse,0,1
Jun-10,HEREFORD & WORCESTER,DEVON,Slaughterhouse,60,186
Jun-10,HEREFORD & WORCESTER,DORSET,Slaughterhouse,10,9
Jun-10,HEREFORD & WORCESTER,DURHAM,Slaughterhouse,0,33
Jun-10,HEREFORD & WORCESTER,DYFED,Slaughterhouse,14,8
Jun-10,HEREFORD & WORCESTER,GLOUCESTERSHIRE,Slaughterhouse,171,43
Jun-10,HEREFORD & WORCESTER,GREATER MANCHESTER,Slaughterhouse,0,130
Jun-10,HEREFORD & WORCESTER,HAMPSHIRE,Slaughterhouse,13,17
Jun-10,HEREFORD & WORCESTER,HEREFORD & WORCESTER,Slaughterhouse,112,0
Jun-10,HEREFORD & WORCESTER,HUMBERSIDE,Slaughterhouse,8,5
Jun-10,HEREFORD & WORCESTER,LANCASHIRE,Slaughterhouse,222,33
Jun-10,HEREFORD & WORCESTER,LINCOLNSHIRE,Slaughterhouse,416,127
Jun-10,HEREFORD & WORCESTER,MID GLAMORGAN,Slaughterhouse,"1,292",0
Jun-10,HEREFORD & WORCESTER,NORFOLK,Slaughterhouse,0,7
Jun-10,HEREFORD & WORCESTER,OXFORDSHIRE,Slaughterhouse,261,260
Jun-10,HEREFORD & WORCESTER,POWYS,Slaughterhouse,3,0
Jun-10,HEREFORD & WORCESTER,SHROPSHIRE,Slaughterhouse,"1,509",89
Jun-10,HEREFORD & WORCESTER,SOMERSET,Slaughterhouse,322,33
Jun-10,HEREFORD & WORCESTER,SOUTH YORKSHIRE,Slaughterhouse,11,16
Jun-10,HEREFORD & WORCESTER,STAFFORDSHIRE,Slaughterhouse,80,130
Jun-10,HEREFORD & WORCESTER,STRATHCLYDE,Slaughterhouse,8,1
Jun-10,HEREFORD & WORCESTER,SURREY,Slaughterhouse,89,0
Jun-10,HEREFORD & WORCESTER,WARWICKSHIRE,Slaughterhouse,32,44
Jun-10,HEREFORD & WORCESTER,WEST GLAMORGAN,Slaughterhouse,2,0
Jun-10,HEREFORD & WORCESTER,WEST MIDLANDS,Slaughterhouse,42,0
Jun-10,HEREFORD & WORCESTER,WEST YORKSHIRE,Slaughterhouse,0,2
Jun-10,HEREFORD & WORCESTER,WILTSHIRE,Slaughterhouse,52,63
Jun-10,HEREFORD & WORCESTER,,Slaughterhouse,473,262
Jun-10,HERTFORDSHIRE,BEDFORDSHIRE,Slaughterhouse,78,0
Jun-10,HERTFORDSHIRE,CAMBRIDGESHIRE,Slaughterhouse,4,0
Jun-10,HERTFORDSHIRE,ESSEX,Slaughterhouse,29,3
Jun-10,HERTFORDSHIRE,GREATER LONDON,Slaughterhouse,0,1
Jun-10,HERTFORDSHIRE,HAMPSHIRE,Slaughterhouse,1,5
Jun-10,HERTFORDSHIRE,KENT,Slaughterhouse,0,3
Jun-10,HERTFORDSHIRE,LINCOLNSHIRE,Slaughterhouse,27,0
Jun-10,HERTFORDSHIRE,MID GLAMORGAN,Slaughterhouse,14,5
Jun-10,HERTFORDSHIRE,NORFOLK,Slaughterhouse,1,1
Jun-10,HERTFORDSHIRE,NORTH YORKSHIRE,Slaughterhouse,0,1
Jun-10,HERTFORDSHIRE,OXFORDSHIRE,Slaughterhouse,10,5
